player,team,YAR,DVOA,VOA,passes,yards,Eyds,TD,catch_rate,fum,year,catches,yds_per_catch,DYAR_per_catch,Eyds_per_catch,DYAR
A.Cooper,OAK,185,0.088,0.045,132,1153,1220,5,0.63,2,2016,83,13.9,2.8,14.7,231
D.Adams,GB,216,0.113,0.099,121,1017,1119,12,0.62,2,2016,75,13.6,3.1,14.9,230
R.Matthews,TEN,218,0.144,0.132,108,945,1025,9,0.60,1,2016,65,14.6,3.5,15.8,229
B.Cooks,NO,212,0.116,0.102,118,1175,1090,8,0.67,1,2016,79,14.9,2.9,13.8,226
T.Williams,DAL,218,0.311,0.319,61,594,713,4,0.72,1,2016,44,13.5,4.9,16.2,214
M.Crabtree,OAK,171,0.053,0.019,145,1003,1272,8,0.61,2,2016,88,11.3,2.4,14.4,212
M.Lee,JAC,192,0.122,0.100,105,851,1000,3,0.60,0,2016,63,13.5,3.3,15.9,211
W.Snead,NO,195,0.125,0.112,104,895,968,4,0.69,2,2016,72,12.5,2.9,13.5,206
M.Jones,DET,200,0.109,0.107,103,930,997,4,0.53,0,2016,55,17.0,3.7,18.3,202
B.LaFell,CIN,180,0.108,0.083,107,862,997,6,0.60,0,2016,64,13.4,3.1,15.5,202
T.Williams,SD,174,0.090,0.061,118,1032,1049,7,0.58,0,2016,68,15.1,2.9,15.3,201
S.Diggs,MIN,218,0.082,0.118,111,903,999,3,0.76,0,2016,84,10.7,2.2,11.8,186
T.Gabriel,ATL,185,0.337,0.348,51,579,585,6,0.71,0,2016,36,16.0,5.0,16.2,181
J.Landry,MIA,190,0.048,0.065,131,1136,1067,4,0.72,1,2016,94,12.0,1.8,11.3,174
D.Thomas,DEN,149,0.021,0.002,144,1085,1204,5,0.63,2,2016,91,12.0,1.9,13.3,172
K.Britt,LARM,177,0.064,0.077,111,1002,953,5,0.61,2,2016,68,14.8,2.5,14.1,166
O.Beckham,NYG,177,-0.011,0.000,169,1367,1374,10,0.60,2,2016,101,13.5,1.6,13.6,161
S.Smith,BAL,149,0.072,0.061,101,799,880,5,0.69,0,2016,70,11.5,2.3,12.6,158
D.Bryant,DAL,154,0.075,0.076,96,796,844,8,0.52,1,2016,50,15.9,3.1,16.9,153
E.Rogers,PIT,150,0.183,0.183,66,594,616,3,0.73,0,2016,48,12.3,3.1,12.8,150
K.Benjamin,CAR,128,0.030,0.011,118,941,968,7,0.53,1,2016,63,15.0,2.3,15.5,145
C.Hogan,NE,158,0.180,0.208,58,680,597,4,0.66,1,2016,38,17.8,3.8,15.6,145
T.Benjamin,SD,110,0.121,0.062,75,677,686,4,0.63,3,2016,47,14.3,3.0,14.5,144
D.Parker,MIA,141,0.078,0.078,88,744,769,4,0.64,0,2016,56,13.2,2.5,13.7,141
D.Inman,SD,134,0.055,0.046,97,810,836,4,0.60,0,2016,58,13.9,2.4,14.4,140
A.Boldin,DET,152,0.052,0.067,95,584,842,8,0.71,0,2016,67,8.7,2.1,12.5,140
R.Cobb,GB,131,0.066,0.064,84,610,755,4,0.71,0,2016,60,10.2,2.2,12.7,133
A.Jeffery,CHI,140,0.050,0.060,94,821,807,2,0.55,0,2016,52,15.9,2.6,15.6,132
M.Mitchell,NE,143,0.196,0.223,48,401,528,4,0.67,0,2016,32,12.5,4.1,16.4,132
J.Crowder,WAS,127,0.046,0.043,99,847,802,7,0.68,2,2016,67,12.6,1.9,11.9,129
C.Meredith,CHI,158,0.041,0.079,98,898,814,4,0.68,3,2016,67,13.5,1.9,12.2,128
M.Sanu,ATL,135,0.065,0.084,81,653,702,4,0.73,1,2016,59,11.0,2.1,11.9,123
K.Stills,MIA,144,0.068,0.105,81,726,684,9,0.52,0,2016,42,17.2,2.9,16.2,121
R.Woods,BUF,123,0.079,0.089,75,613,637,1,0.67,0,2016,50,12.2,2.3,12.7,117
M.Wallace,BAL,122,0.000,0.008,116,1017,904,4,0.62,1,2016,72,14.1,1.6,12.6,114
G.Tate,DET,111,-0.018,-0.020,135,1077,1019,4,0.67,1,2016,90,11.9,1.3,11.3,114
T.Pryor,CLE,115,-0.025,-0.023,140,1007,1063,4,0.55,0,2016,77,13.1,1.5,13.8,112
P.Dorsett,IND,86,0.102,0.059,59,528,538,2,0.56,1,2016,33,16.0,3.2,16.3,107
E.Sanders,DEN,82,-0.033,-0.052,137,1032,1044,5,0.58,1,2016,79,13.0,1.3,13.1,103
T.Lockett,SEA,105,0.055,0.068,68,612,587,1,0.63,0,2016,43,14.3,2.3,13.7,99
T.Boyd,CIN,85,0.024,0.007,81,603,659,1,0.67,1,2016,54,11.1,1.8,12.1,96
S.Shepard,NYG,101,-0.018,-0.007,105,683,820,8,0.62,0,2016,65,10.5,1.4,12.6,91
T.Hill,KC,67,0.008,-0.024,83,599,655,6,0.73,1,2016,61,9.9,1.4,10.8,87
C.Conley,KC,57,0.011,-0.021,69,530,546,0,0.64,1,2016,44,12.0,1.7,12.4,74
L.Fitzgerald,ARI,119,-0.068,-0.028,152,1029,1093,6,0.72,2,2016,109,9.4,0.6,10.0,71
Q.Enunwa,NYJ,72,-0.045,-0.041,105,857,787,4,0.55,0,2016,58,14.8,1.2,13.6,69
A.Humphries,TB,77,-0.019,-0.005,83,622,612,2,0.66,0,2016,55,11.4,1.2,11.2,68
J.J.Nelson,ARI,70,-0.023,-0.010,74,568,577,6,0.46,1,2016,34,16.7,1.8,17.0,62
Jo.Brown,ARI,69,-0.019,-0.005,73,517,556,2,0.53,0,2016,39,13.4,1.6,14.4,61
J.Maclin,KC,29,-0.043,-0.078,76,536,564,2,0.58,0,2016,44,12.2,1.1,12.8,50
D.Moncrief,IND,49,-0.019,-0.021,56,307,451,7,0.54,0,2016,30,10.2,1.7,14.9,50
S.Watkins,BUF,56,-0.013,0.008,52,430,411,2,0.54,0,2016,28,15.3,1.7,14.6,48
J.Edelman,NE,38,-0.092,-0.096,159,1106,1075,3,0.62,1,2016,99,11.2,0.4,10.9,43
D.Hopkins,HOU,27,-0.093,-0.105,151,951,1093,4,0.52,0,2016,79,12.1,0.5,13.9,43
M.Floyd,2TM,58,-0.056,-0.031,76,488,556,5,0.49,0,2016,37,13.1,1.2,14.9,43
D.Funchess,CAR,28,-0.074,-0.069,58,371,435,4,0.40,0,2016,23,16.0,1.1,18.8,26
T.Sharpe,TEN,8,-0.092,-0.115,83,522,583,2,0.49,0,2016,41,12.8,0.6,14.3,23
B.Perriman,BAL,20,-0.087,-0.088,66,499,452,3,0.50,0,2016,33,15.1,0.6,13.7,21
C.Patterson,MIN,28,-0.095,-0.075,70,453,460,2,0.74,0,2016,52,8.7,0.3,8.9,17
T.Ginn,CAR,15,-0.108,-0.106,95,752,593,4,0.57,0,2016,54,13.9,0.2,11.0,13
A.Robinson,JAC,-16,-0.120,-0.139,151,883,1042,6,0.48,1,2016,72,12.2,0.1,14.4,8
V.Cruz,NYG,23,-0.117,-0.086,72,586,470,1,0.54,1,2016,39,15.1,0.2,12.1,6
A.Hawkins,CLE,3,-0.125,-0.119,54,324,351,3,0.61,0,2016,33,9.8,0.0,10.7,1
J.Matthews,PHI,2,-0.132,-0.124,117,804,735,3,0.62,1,2016,73,11.1,-0.1,10.1,-4
K.Aiken,BAL,-12,-0.155,-0.158,50,328,292,1,0.58,0,2016,29,11.3,-0.4,10.1,-11
W.Fuller,HOU,-15,-0.148,-0.147,92,630,570,2,0.51,0,2016,47,13.4,-0.3,12.1,-15
B.Quick,LARM,-15,-0.171,-0.151,77,564,466,3,0.53,0,2016,41,13.8,-0.7,11.4,-28
R.Anderson,NYJ,-24,-0.179,-0.167,78,587,438,2,0.54,1,2016,42,13.9,-0.7,10.4,-31
D.Green-Beckham,PHI,-31,-0.186,-0.180,74,392,421,2,0.49,0,2016,36,10.8,-0.9,11.6,-34
B.Marshall,NYJ,-29,-0.161,-0.154,127,788,787,3,0.46,0,2016,58,13.5,-0.6,13.5,-35
A.Wilson,KC,-48,-0.221,-0.250,51,279,263,2,0.61,0,2016,31,9.0,-1.2,8.5,-37
S.Roberts,OAK,-54,-0.186,-0.215,77,397,450,5,0.49,0,2016,38,10.5,-1.0,11.9,-37
C.Brown,CAR,-63,-0.258,-0.278,53,271,260,1,0.51,0,2016,27,10.0,-2.0,9.6,-55
M.Goodwin,BUF,-50,-0.238,-0.225,68,413,328,3,0.43,0,2016,29,14.1,-1.9,11.2,-56
C.Coleman,CLE,-84,-0.229,-0.277,73,413,371,3,0.45,0,2016,33,12.6,-1.7,11.3,-57
N.Agholor,PHI,-60,-0.233,-0.233,70,373,370,2,0.53,1,2016,37,10.1,-1.6,10.0,-60
A.Hurns,JAC,-63,-0.240,-0.228,76,477,405,3,0.46,1,2016,35,13.6,-2.0,11.6,-71
T.Smith,SF,-69,-0.330,-0.307,49,267,197,3,0.41,0,2016,20,13.3,-3.9,9.8,-78
Q.Patton,SF,-64,-0.295,-0.254,63,408,282,0,0.59,1,2016,37,11.0,-2.3,7.6,-84
J.Kearse,SEA,-90,-0.287,-0.255,89,510,408,1,0.46,0,2016,41,12.5,-2.8,10.0,-114
J.Kerley,SF,-94,-0.264,-0.231,115,667,551,3,0.56,1,2016,64,10.4,-1.9,8.6,-124
T.Austin,LARM,-199,-0.391,-0.366,106,509,352,3,0.55,1,2016,58,8.7,-3.8,6.0,-219
A.Brown,PIT,490,0.197,0.180,193,1841,2061,10,0.70,1,2015,135,13.6,3.8,15.3,517
D.Baldwin,SEA,391,0.396,0.367,103,1069,1253,14,0.76,1,2015,78,13.7,5.3,16.0,414
A.J.Green,CIN,403,0.265,0.255,132,1297,1471,10,0.65,1,2015,86,15.1,4.8,17.1,414
L.Fitzgerald,ARI,356,0.189,0.183,146,1215,1471,9,0.75,2,2015,110,11.1,3.3,13.4,363
Jo.Brown,ARI,345,0.299,0.291,101,1003,1192,7,0.64,1,2015,65,15.5,5.4,18.4,352
J.Jones,ATL,409,0.085,0.126,203,1871,1824,8,0.67,3,2015,136,13.8,2.5,13.4,343
C.Johnson,DET,274,0.140,0.102,149,1214,1444,9,0.59,1,2015,88,13.8,3.6,16.4,319
A.Robinson,JAC,343,0.140,0.161,151,1400,1442,14,0.53,0,2015,80,17.5,4.0,18.0,318
S.Watkins,BUF,312,0.289,0.290,96,1047,1071,9,0.63,0,2015,60,17.3,5.2,17.7,312
O.Beckham,NYG,345,0.103,0.134,158,1454,1526,13,0.61,2,2015,96,15.1,3.2,15.8,304
B.Marshall,NYJ,343,0.093,0.123,173,1502,1565,14,0.63,3,2015,109,13.8,2.8,14.4,303
E.Decker,NYJ,290,0.136,0.148,132,1027,1269,12,0.61,1,2015,81,12.8,3.5,15.8,278
D.Hopkins,HOU,307,0.048,0.073,192,1521,1646,11,0.58,1,2015,111,13.7,2.4,14.8,268
M.Floyd,ARI,227,0.240,0.199,89,849,945,6,0.58,0,2015,52,16.4,5.0,18.3,256
T.Lockett,SEA,242,0.351,0.339,69,664,790,6,0.74,0,2015,51,13.0,4.9,15.5,249
A.Hurns,JAC,243,0.161,0.171,105,1031,1015,10,0.61,2,2015,64,16.1,3.7,15.8,236
R.Matthews,MIA,237,0.364,0.368,61,662,737,4,0.70,0,2015,43,15.5,5.5,17.3,235
J.Maclin,KC,217,0.113,0.096,124,1095,1139,8,0.70,2,2015,87,12.6,2.7,13.1,234
J.Kearse,SEA,217,0.298,0.280,68,690,771,5,0.72,1,2015,49,14.1,4.6,15.7,227
J.Jones,GB,193,0.136,0.119,99,890,942,8,0.51,1,2015,50,17.6,4.1,18.7,206
B.Cooks,NO,186,0.071,0.065,130,1138,1076,9,0.65,1,2015,85,13.5,2.3,12.7,192
M.Evans,TB,153,0.028,0.000,148,1211,1262,3,0.50,0,2015,74,16.4,2.5,17.1,187
W.Snead,NO,198,0.101,0.131,101,984,883,3,0.68,2,2015,69,14.3,2.5,12.9,175
K.Allen,SD,181,0.119,0.130,89,725,830,4,0.75,0,2015,67,10.9,2.6,12.4,173
M.Jones,CIN,149,0.076,0.050,104,818,936,4,0.63,0,2015,66,12.5,2.6,14.3,171
R.Randle,NYG,193,0.100,0.135,90,801,847,8,0.63,0,2015,57,14.1,2.9,14.9,167
M.Wheaton,PIT,140,0.124,0.094,79,749,751,5,0.56,0,2015,44,16.9,3.6,17.0,159
J.Edelman,NE,159,0.081,0.103,88,692,776,7,0.69,1,2015,61,11.4,2.4,12.8,144
T.Williams,DAL,147,0.074,0.084,93,840,774,3,0.56,0,2015,52,16.1,2.7,14.9,140
D.Amendola,NE,132,0.086,0.075,87,648,740,3,0.75,0,2015,65,9.9,2.1,11.3,139
K.Britt,STL,141,0.110,0.113,72,681,682,3,0.50,0,2015,36,18.9,3.9,18.9,139
T.Smith,SF,112,0.143,0.098,62,663,604,4,0.53,0,2015,33,20.2,4.1,18.4,134
P.Garcon,WAS,129,0.024,0.024,111,777,884,6,0.65,0,2015,72,10.8,1.8,12.3,128
M.Wilson,CHI,112,0.170,0.135,51,464,535,1,0.55,0,2015,28,16.5,4.5,19.1,127
A.Jeffery,CHI,134,0.041,0.052,94,807,795,4,0.57,1,2015,54,15.1,2.4,14.8,126
S.Smith,BAL,113,0.094,0.073,73,670,645,3,0.63,0,2015,46,14.6,2.7,14.0,125
A.Cooper,OAK,130,-0.010,-0.002,130,1082,1029,6,0.55,1,2015,72,15.1,1.7,14.4,122
S.Roberts,OAK,127,0.133,0.161,55,480,528,5,0.58,0,2015,32,15.0,3.6,16.6,114
G.Tate,DET,74,-0.017,-0.055,128,813,1003,6,0.70,1,2015,90,9.1,1.3,11.2,113
J.Cotchery,CAR,122,0.148,0.172,54,485,499,3,0.72,0,2015,39,12.5,2.9,12.8,112
J.Matthews,PHI,120,-0.018,-0.010,128,1002,1004,8,0.66,2,2015,84,11.9,1.3,11.9,112
V.Jackson,TB,104,0.112,0.098,62,543,542,3,0.53,0,2015,33,16.5,3.4,16.5,111
D.Moncrief,IND,121,0.011,0.025,105,733,810,6,0.61,0,2015,64,11.4,1.7,12.6,110
S.Diggs,MIN,85,0.038,0.003,84,720,696,4,0.62,2,2015,52,13.8,2.1,13.4,108
M.Colston,NO,106,0.071,0.077,67,520,576,4,0.67,0,2015,45,11.6,2.3,12.8,103
K.Aiken,BAL,118,-0.027,-0.010,127,944,975,5,0.59,1,2015,75,12.6,1.3,13.0,101
D.Jackson,WAS,99,0.127,0.131,49,528,455,4,0.61,0,2015,30,17.7,3.2,15.2,97
D.Parker,MIA,90,0.114,0.106,50,494,454,3,0.52,0,2015,26,19.0,3.6,17.5,93
E.Sanders,DEN,110,-0.041,-0.022,137,1135,986,6,0.55,1,2015,75,15.1,1.2,13.1,90
C.Brown,CAR,101,0.088,0.119,54,447,467,4,0.57,0,2015,31,14.5,2.9,15.2,89
J.Wright,MIN,68,0.076,0.050,50,442,430,0,0.68,1,2015,34,13.0,2.3,12.6,78
T.Ginn,CAR,106,-0.025,0.014,96,739,726,10,0.46,0,2015,44,16.7,1.7,16.4,77
R.Cobb,GB,54,-0.051,-0.074,129,829,941,6,0.61,0,2015,79,10.5,1.0,12.0,77
D.Green-Beckham,TEN,90,0.018,0.044,67,549,544,4,0.48,0,2015,32,17.1,2.4,16.9,77
S.Johnson,SD,94,0.021,0.057,65,497,529,3,0.69,1,2015,45,11.1,1.7,11.8,76
M.Bryant,PIT,47,-0.024,-0.062,92,765,704,6,0.54,1,2015,50,15.4,1.5,14.2,75
J.Landry,MIA,55,-0.071,-0.084,167,1159,1153,4,0.66,0,2015,110,10.5,0.7,10.5,72
C.Beasley,DAL,73,-0.019,-0.004,75,536,582,5,0.69,1,2015,52,10.4,1.2,11.2,64
A.Wilson,KC,59,0.015,0.010,57,451,439,2,0.61,0,2015,35,13.0,1.8,12.6,61
D.Thomas,DEN,80,-0.087,-0.070,177,1316,1231,6,0.59,2,2015,104,12.6,0.5,11.8,56
T.Y.Hilton,IND,77,-0.077,-0.053,134,1124,927,5,0.51,1,2015,68,16.4,0.8,13.6,52
J.Crowder,WAS,49,-0.044,-0.048,78,604,588,2,0.76,2,2015,59,10.2,0.9,9.9,52
D.Harris,NYG,60,-0.027,0.004,57,396,439,4,0.63,0,2015,36,11.0,1.3,12.2,45
A.Boldin,SF,13,-0.079,-0.112,111,789,769,4,0.62,1,2015,69,11.5,0.6,11.2,41
T.Benjamin,CLE,37,-0.087,-0.088,125,973,837,5,0.54,1,2015,68,14.4,0.6,12.4,38
M.Wallace,MIN,16,-0.064,-0.099,72,473,525,2,0.54,0,2015,39,12.2,0.9,13.5,36
D.Inman,SD,35,-0.062,-0.056,63,486,454,3,0.56,2,2015,35,13.8,0.9,12.9,32
A.Johnson,IND,20,-0.082,-0.094,77,503,540,4,0.53,0,2015,41,12.3,0.7,13.2,27
R.White,ATL,37,-0.085,-0.060,70,506,486,1,0.61,0,2015,43,11.9,0.5,11.4,23
K.Wright,TEN,17,-0.081,-0.090,60,408,410,3,0.60,0,2015,36,11.3,0.6,11.4,21
B.Hartline,CLE,9,-0.092,-0.111,77,523,511,2,0.60,1,2015,46,11.3,0.5,11.1,21
M.Floyd,SD,18,-0.096,-0.091,69,561,437,3,0.43,1,2015,30,18.9,0.5,14.7,16
D.Funchess,CAR,32,-0.107,-0.061,63,474,405,5,0.49,1,2015,31,15.4,0.3,13.1,9
C.Shorts,HOU,-4,-0.119,-0.133,75,484,469,2,0.56,1,2015,42,11.5,0.1,11.2,4
C.Hogan,BUF,15,-0.124,-0.092,59,450,358,2,0.61,0,2015,36,12.5,0.0,9.9,1
N.Washington,HOU,23,-0.132,-0.096,94,658,605,4,0.50,0,2015,47,14.0,-0.1,12.9,-4
M.Crabtree,OAK,3,-0.130,-0.124,146,922,915,9,0.58,1,2015,85,10.9,0.0,10.8,-4
Q.Patton,SF,-23,-0.147,-0.180,57,394,344,1,0.53,0,2015,30,13.0,-0.3,11.4,-9
R.Woods,BUF,-3,-0.146,-0.132,80,552,486,3,0.59,2,2015,47,11.7,-0.3,10.3,-12
K.Stills,MIA,-26,-0.172,-0.180,63,440,364,3,0.43,0,2015,27,16.2,-0.8,13.4,-22
H.Douglas,TEN,-24,-0.174,-0.167,72,411,449,2,0.50,0,2015,36,11.4,-0.8,12.5,-28
B.LaFell,NE,-52,-0.201,-0.216,74,515,410,0,0.50,0,2015,37,13.9,-1.2,11.1,-43
C.Givens,2TM,-70,-0.298,-0.299,54,353,230,1,0.37,0,2015,20,17.7,-3.5,11.5,-70
E.Royal,CHI,-83,-0.340,-0.344,50,238,189,1,0.74,0,2015,37,6.4,-2.2,5.1,-81
D.Bryant,DAL,-88,-0.268,-0.271,72,401,370,3,0.43,0,2015,31,13.0,-2.8,12.0,-86
D.Adams,GB,-131,-0.278,-0.310,94,495,424,1,0.53,0,2015,50,9.9,-2.2,8.5,-109
T.Austin,STL,-122,-0.306,-0.306,88,484,374,5,0.60,1,2015,53,9.2,-2.3,7.1,-122
A.Brown,PIT,525,0.257,0.237,181,1697,1992,13,0.71,1,2014,129,13.2,4.3,15.5,554
J.Nelson,GB,487,0.268,0.272,151,1519,1708,13,0.65,0,2014,98,15.5,4.9,17.4,482
E.Sanders,DEN,457,0.296,0.275,141,1404,1637,9,0.72,1,2014,102,13.8,4.7,16.1,481
R.Cobb,GB,501,0.357,0.378,127,1287,1514,12,0.72,1,2014,91,14.1,5.2,16.6,479
D.Bryant,DAL,456,0.270,0.294,137,1320,1519,16,0.64,0,2014,88,15.1,4.9,17.3,430
O.Beckham,NYG,429,0.258,0.289,130,1305,1423,12,0.70,0,2014,91,14.3,4.4,15.6,396
J.Jones,ATL,353,0.162,0.160,163,1593,1530,6,0.64,2,2014,104,15.3,3.4,14.7,356
D.Thomas,DEN,282,0.092,0.069,184,1619,1646,11,0.60,0,2014,110,14.7,2.9,14.9,317
T.Smith,BAL,304,0.268,0.259,92,767,1099,11,0.53,0,2014,49,15.7,6.4,22.5,310
D.Jackson,WAS,300,0.270,0.262,95,1171,1080,6,0.60,0,2014,57,20.5,5.4,18.9,306
T.Y.Hilton,IND,283,0.165,0.146,131,1348,1292,7,0.63,3,2014,83,16.3,3.7,15.7,303
K.Stills,NO,301,0.303,0.326,84,931,962,3,0.75,1,2014,63,14.8,4.5,15.3,285
A.Jeffery,CHI,266,0.111,0.100,145,1133,1364,11,0.59,0,2014,86,13.2,3.2,15.9,278
M.Floyd,SD,245,0.231,0.221,91,856,945,6,0.57,0,2014,52,16.5,4.9,18.2,252
D.Hopkins,HOU,223,0.103,0.089,127,1210,1189,6,0.60,2,2014,76,15.9,3.1,15.6,237
C.Johnson,DET,253,0.102,0.123,128,1077,1165,8,0.55,0,2014,70,15.3,3.3,16.5,231
M.Evans,TB,234,0.114,0.127,123,1051,1078,12,0.55,0,2014,68,15.5,3.3,15.9,222
J.Maclin,PHI,245,0.074,0.095,143,1318,1227,10,0.59,0,2014,84,15.6,2.6,14.5,222
A.Boldin,SF,240,0.093,0.111,131,1062,1150,5,0.63,0,2014,83,12.9,2.7,13.9,222
M.Wallace,MIA,216,0.118,0.112,115,864,1063,10,0.58,1,2014,67,13.0,3.3,15.9,221
T.Williams,DAL,239,0.306,0.344,65,621,738,8,0.57,0,2014,37,16.8,5.9,19.9,220
G.Tate,DET,244,0.067,0.093,144,1333,1217,4,0.69,1,2014,99,13.4,2.2,12.2,214
M.Colston,NO,211,0.130,0.143,99,902,935,5,0.60,1,2014,59,15.2,3.4,15.7,201
E.Decker,NYJ,176,0.094,0.068,115,962,1029,5,0.64,0,2014,74,13.1,2.7,14.0,199
J.Matthews,PHI,214,0.116,0.141,103,872,937,8,0.65,0,2014,67,13.0,2.9,14.0,194
E.Royal,SD,159,0.128,0.095,91,779,854,7,0.68,1,2014,62,12.6,3.0,13.8,183
B.LaFell,NE,158,0.057,0.039,119,953,1032,7,0.62,1,2014,74,12.9,2.4,14.0,174
K.Britt,STL,161,0.124,0.120,84,748,772,3,0.57,0,2014,48,15.6,3.4,16.1,163
A.J.Green,CIN,161,0.041,0.044,116,1041,1001,6,0.59,2,2014,68,15.2,2.3,14.6,158
S.Johnson,SF,140,0.234,0.238,50,435,518,3,0.70,0,2014,35,12.4,4.0,14.8,139
J.Edelman,NE,102,0.002,-0.031,133,974,1069,4,0.69,2,2014,92,10.6,1.5,11.6,137
D.Baldwin,SEA,140,0.055,0.059,99,833,814,3,0.68,0,2014,67,12.4,2.0,12.1,137
G.Jennings,MIN,148,0.050,0.082,92,744,764,7,0.64,1,2014,59,12.6,2.1,13.0,125
B.Cooks,NO,125,0.097,0.099,69,550,634,3,0.77,0,2014,53,10.4,2.3,11.9,124
M.Austin,CLE,127,0.101,0.113,72,568,607,2,0.65,0,2014,47,12.1,2.6,13.0,120
C.Beasley,DAL,134,0.167,0.211,49,420,497,4,0.76,2,2014,37,11.3,3.1,13.3,117
R.White,ATL,115,-0.013,-0.011,125,923,977,7,0.64,3,2014,80,11.5,1.4,12.2,113
H.Douglas,ATL,102,0.059,0.048,74,556,635,2,0.69,0,2014,51,10.9,2.1,12.4,108
J.Landry,MIA,86,-0.008,-0.027,112,760,854,5,0.75,3,2014,84,9.0,1.2,10.2,102
M.Sanu,CIN,91,0.001,-0.009,98,790,780,5,0.57,0,2014,56,14.1,1.8,14.0,99
N.Washington,TEN,94,0.053,0.046,72,647,585,2,0.56,0,2014,40,16.0,2.4,14.5,97
W.Welker,DEN,76,0.044,0.024,64,464,538,2,0.77,0,2014,49,9.4,1.7,10.9,86
M.Wheaton,PIT,69,-0.002,-0.024,86,654,673,2,0.62,0,2014,53,12.3,1.6,12.6,84
M.Floyd,ARI,81,-0.019,-0.020,100,846,737,6,0.48,3,2014,48,17.6,1.7,15.4,81
S.Smith,BAL,57,-0.054,-0.074,134,1068,998,6,0.59,2,2014,79,13.5,1.0,12.6,79
B.Marshall,CHI,82,-0.033,-0.028,106,721,788,8,0.58,1,2014,61,11.7,1.3,12.8,78
B.Hartline,MIA,73,0.026,0.018,63,485,524,2,0.62,0,2014,39,12.4,2.0,13.4,77
S.Watkins,BUF,48,-0.057,-0.079,128,982,928,6,0.51,1,2014,65,15.0,1.1,14.2,71
P.Parker,NYG,82,0.032,0.058,56,418,466,2,0.64,0,2014,36,11.7,2.0,13.0,70
K.Wright,TEN,48,-0.033,-0.060,93,715,679,6,0.61,1,2014,57,12.6,1.2,12.0,67
J.Wright,MIN,86,0.007,0.053,62,588,485,2,0.68,0,2014,42,13.9,1.5,11.5,64
D.Bowe,KC,57,-0.044,-0.051,95,754,698,0,0.63,2,2014,60,12.6,1.0,11.7,62
J.Cotchery,CAR,49,-0.037,-0.047,78,571,578,1,0.62,0,2014,48,11.8,1.1,12.0,55
L.Fitzgerald,ARI,58,-0.058,-0.054,104,785,721,2,0.61,1,2014,63,12.4,0.9,11.4,54
K.Allen,SD,29,-0.080,-0.095,122,805,809,4,0.64,1,2014,78,10.3,0.6,10.4,43
A.Holmes,OAK,22,-0.072,-0.098,98,693,689,4,0.48,0,2014,47,14.7,0.9,14.6,42
D.Hester,ATL,48,-0.043,-0.019,59,504,423,2,0.64,1,2014,38,13.3,1.0,11.2,38
R.Randle,NYG,54,-0.093,-0.073,127,938,870,3,0.56,0,2014,71,13.2,0.5,12.2,34
M.Crabtree,SF,50,-0.099,-0.068,108,702,730,4,0.64,0,2014,69,10.2,0.3,10.6,24
C.Hogan,BUF,10,-0.081,-0.105,61,433,402,4,0.67,1,2014,41,10.6,0.5,9.8,21
T.Gabriel,CLE,19,-0.090,-0.092,74,633,492,1,0.51,0,2014,38,16.8,0.6,13.0,21
J.Kearse,SEA,22,-0.091,-0.085,69,537,472,1,0.55,0,2014,38,14.2,0.5,12.4,19
D.Adams,GB,28,-0.090,-0.072,66,446,452,3,0.58,0,2014,38,11.7,0.5,11.8,19
R.Woods,BUF,12,-0.114,-0.113,104,699,695,5,0.63,1,2014,66,10.7,0.2,10.6,11
A.Hawkins,CLE,29,-0.114,-0.093,113,829,714,2,0.57,0,2014,64,12.9,0.2,11.1,11
A.Robinson,JAC,9,-0.111,-0.113,81,548,533,2,0.59,0,2014,48,11.5,0.2,11.2,10
K.Benjamin,CAR,33,-0.118,-0.097,145,1010,930,9,0.50,1,2014,73,13.9,0.1,12.8,9
V.Jackson,TB,30,-0.123,-0.099,142,1002,896,2,0.49,1,2014,70,14.4,0.1,12.9,4
Jo.Brown,ARI,-5,-0.125,-0.133,103,696,643,5,0.47,0,2014,48,14.4,0.0,13.3,1
H.Nicks,IND,3,-0.127,-0.122,68,405,446,4,0.56,0,2014,38,10.6,0.0,11.7,0
R.Wayne,IND,-9,-0.130,-0.136,116,797,739,2,0.56,1,2014,65,12.3,0.0,11.4,-3
J.Hunter,TEN,-22,-0.134,-0.168,67,498,420,3,0.42,0,2014,28,17.7,-0.1,14.9,-4
A.Roberts,WAS,-27,-0.142,-0.172,73,453,476,2,0.49,1,2014,36,12.7,-0.3,13.3,-9
L.Murphy,TB,-3,-0.153,-0.133,56,380,321,2,0.55,1,2014,31,12.3,-0.4,10.4,-11
A.Hurns,JAC,-16,-0.144,-0.149,97,677,568,6,0.53,0,2014,51,13.2,-0.3,11.0,-13
P.Garcon,WAS,0,-0.146,-0.127,105,752,632,3,0.65,0,2014,68,11.0,-0.2,9.3,-15
C.Johnson,MIN,2,-0.162,-0.122,59,475,339,2,0.53,1,2014,31,15.2,-0.5,10.8,-16
J.Avant,2TM,-29,-0.165,-0.188,62,353,354,1,0.55,0,2014,34,10.4,-0.5,10.4,-18
J.Jones,OAK,-45,-0.147,-0.178,112,666,692,6,0.65,2,2014,73,9.1,-0.2,9.5,-18
R.Cooper,PHI,-20,-0.178,-0.154,95,577,548,3,0.58,1,2014,55,10.5,-0.7,9.9,-38
M.Lee,JAC,-37,-0.203,-0.195,68,422,377,1,0.54,0,2014,37,11.5,-1.1,10.3,-41
