player,team,YAR,DVOA,VOA,carries,yards,Eyds,TDs,fum,year,yds_per_carry,DYAR_per_carry,Eyds_per_carry,DYAR
F.Jackson,SEA,16,0.179,0.088,26,100,120,0,0,2015,3.8,1.0,4.6,25
B.Powell,NYJ,48,0.010,0.103,70,313,261,1,1,2015,4.5,0.4,3.7,25
C.Thompson,WAS,25,0.080,0.101,35,216,150,0,1,2015,6.2,0.6,4.3,22
D.Brown,SD,-3,0.003,-0.099,59,229,242,1,0,2015,3.9,0.4,4.1,21
J.Randle,DAL,43,-0.035,0.055,76,315,288,4,1,2015,4.1,0.2,3.8,16
B.Brown,SEA,-1,0.050,-0.092,26,72,122,1,0,2015,2.8,0.6,4.7,15
D.Woodhead,SD,14,-0.055,-0.054,96,330,388,3,0,2015,3.4,0.1,4.0,13
B.Sankey,TEN,18,-0.015,0.016,47,193,167,1,1,2015,4.1,0.3,3.6,12
S.Jackson,NE,3,0.028,-0.056,21,50,105,1,0,2015,2.4,0.5,5.0,11
F.Whittaker,CAR,20,0.020,0.103,25,108,111,1,0,2015,4.3,0.4,4.4,11
S.Vereen,NYG,20,-0.048,0.002,61,260,214,0,0,2015,4.3,0.1,3.5,9
J.Gray,2TM,14,-0.058,-0.012,45,176,173,0,0,2015,3.9,0.1,3.8,5
C.Artis-Payne,CAR,-10,-0.092,-0.141,45,183,160,1,0,2015,4.1,0.0,3.6,-1
M.Asiata,MIN,-1,-0.118,-0.098,29,112,87,0,0,2015,3.9,-0.1,3.0,-3
T.Ward,ATL,-6,-0.123,-0.141,29,95,87,1,0,2015,3.3,-0.1,3.0,-4
D.Harris,2TM,-31,-0.124,-0.244,48,191,155,0,1,2015,4.0,-0.1,3.2,-7
B.Cunningham,STL,-29,-0.149,-0.276,37,140,116,0,1,2015,3.8,-0.3,3.1,-10
D.McCluster,TEN,-1,-0.149,-0.092,55,247,140,1,1,2015,4.5,-0.2,2.5,-12
T.Coleman,ATL,13,-0.119,-0.051,87,393,296,1,3,2015,4.5,-0.1,3.4,-12
J.White,NE,-13,-0.221,-0.231,22,56,59,2,0,2015,2.5,-0.5,2.7,-12
M.Davis,SF,-42,-0.173,-0.371,35,58,106,1,0,2015,1.7,-0.4,3.0,-13
J.Bell,DET,-2,-0.125,-0.091,90,311,308,4,1,2015,3.5,-0.2,3.4,-15
D.Cobb,TEN,-27,-0.164,-0.221,52,146,148,1,0,2015,2.8,-0.3,2.8,-16
J.Ajayi,MIA,-3,-0.177,-0.100,49,187,130,1,0,2015,3.8,-0.3,2.7,-17
Z.Stacy,NYJ,-16,-0.240,-0.230,31,89,69,1,0,2015,2.9,-0.5,2.2,-17
A.Dixon,BUF,-18,-0.269,-0.265,21,44,55,1,0,2015,2.1,-0.9,2.6,-18
D.Herron,2TM,-13,-0.262,-0.213,25,79,61,0,1,2015,3.2,-0.8,2.4,-19
K.Williams,ARI,-9,-0.271,-0.170,27,142,57,1,1,2015,5.3,-0.7,2.1,-19
K.Davis,KC,-19,-0.257,-0.256,28,72,66,1,0,2015,2.6,-0.7,2.4,-19
T.West,2TM,-35,-0.172,-0.221,62,231,187,0,2,2015,3.7,-0.4,3.0,-22
S.Draughn,2TM,-27,-0.168,-0.177,78,273,213,1,1,2015,3.5,-0.3,2.7,-24
T.Riddick,DET,-19,-0.245,-0.192,43,133,110,0,1,2015,3.1,-0.7,2.6,-29
C.J.Spiller,NO,-24,-0.285,-0.249,36,112,80,0,1,2015,3.1,-0.8,2.2,-29
C.Polk,HOU,-21,-0.170,-0.143,99,334,265,1,0,2015,3.4,-0.3,2.7,-31
A.Bradshaw,IND,-35,-0.360,-0.337,31,85,57,0,0,2015,2.7,-1.2,1.8,-38
B.Bolden,NE,-52,-0.243,-0.289,63,207,155,0,0,2015,3.3,-0.6,2.5,-40
D.Robinson,JAC,-38,-0.244,-0.227,67,265,164,1,3,2015,4.0,-0.6,2.4,-43
T.Gerhart,JAC,-38,-0.508,-0.427,20,44,20,0,0,2015,2.2,-2.4,1.0,-47
A.Foster,HOU,-55,-0.297,-0.311,63,165,126,1,2,2015,2.6,-0.8,2.0,-51
S.Ridley,NYJ,-36,-0.455,-0.344,36,90,36,0,0,2015,2.5,-1.4,1.0,-51
A.Williams,NYG,-64,-0.309,-0.257,88,257,186,1,0,2015,2.9,-0.9,2.1,-83
T.Mason,STL,-90,-0.417,-0.388,75,209,97,1,3,2015,2.8,-1.3,1.3,-99
E.Elliott,DAL,354,0.159,0.170,322,1626,1743,15,5,2016,5.0,1.1,5.4,339
L.McCoy,BUF,244,0.283,0.180,234,1269,1339,14,3,2016,5.4,1.4,5.7,338
L.Bell,PIT,271,0.173,0.167,261,1269,1371,7,3,2016,4.9,1.1,5.3,277
M.Gillislee,BUF,236,0.449,0.408,101,577,827,8,0,2016,5.7,2.5,8.2,256
J.Howard,CHI,246,0.123,0.148,252,1313,1258,6,1,2016,5.2,0.9,5.0,219
C.Hyde,SF,98,0.153,0.029,216,991,1068,6,4,2016,4.6,0.9,4.9,204
J.Ajayi,MIA,126,0.093,0.037,260,1273,1187,8,4,2016,4.9,0.7,4.6,185
B.Powell,NYJ,197,0.231,0.258,131,714,788,3,0,2016,5.5,1.4,6.0,182
Da.Johnson,ARI,139,0.051,0.022,292,1235,1404,16,5,2016,4.2,0.6,4.8,177
M.Ingram,NO,223,0.113,0.169,205,1043,1038,6,2,2016,5.1,0.9,5.1,175
I.Crowell,CLE,94,0.134,0.037,198,952,932,7,2,2016,4.8,0.9,4.7,169
F.Gore,IND,88,0.056,-0.007,263,1032,1222,5,2,2016,3.9,0.6,4.6,159
D.Freeman,ATL,179,0.064,0.095,227,1079,1089,11,1,2016,4.8,0.7,4.8,148
L.Blount,NE,84,0.015,-0.021,299,1161,1339,18,2,2016,3.9,0.4,4.5,131
D.Henry,TEN,139,0.196,0.214,110,490,612,5,0,2016,4.5,1.2,5.6,131
T.Hightower,NO,99,0.119,0.081,133,548,708,4,0,2016,4.1,0.9,5.3,121
R.Kelley,WAS,62,0.058,0.001,168,704,775,6,0,2016,4.2,0.6,4.6,102
T.Coleman,ATL,90,0.097,0.105,118,528,544,8,1,2016,4.5,0.7,4.6,86
R.Mathews,PHI,67,0.000,0.014,155,657,672,8,3,2016,4.2,0.4,4.3,58
S.Ware,KC,72,-0.027,-0.007,214,921,875,3,3,2016,4.3,0.3,4.1,54
C.Michael,2TM,48,-0.006,-0.012,148,583,645,7,1,2016,3.9,0.4,4.4,52
J.Rodgers,TB,64,0.002,0.033,129,560,542,2,0,2016,4.3,0.4,4.2,47
L.Murray,OAK,100,-0.034,0.025,195,788,854,12,2,2016,4.0,0.2,4.4,46
D.Murray,TEN,140,-0.053,0.024,294,1287,1165,10,4,2016,4.4,0.1,4.0,42
J.Hill,CIN,36,-0.050,-0.049,222,839,883,9,0,2016,3.8,0.2,4.0,34
P.Perkins,NYG,22,-0.061,-0.038,112,456,407,0,1,2016,4.1,0.1,3.6,11
A.Blue,HOU,29,-0.072,-0.017,100,420,373,1,1,2016,4.2,0.1,3.7,6
T.West,BAL,-10,-0.082,-0.099,193,783,671,5,2,2016,4.1,0.0,3.5,3
M.Gordon,SD,83,-0.084,-0.010,254,997,945,10,2,2016,3.9,0.0,3.7,2
M.Forte,NYJ,-5,-0.088,-0.091,218,813,768,7,1,2016,3.7,0.0,3.5,-2
T.Rawls,SEA,-26,-0.090,-0.143,108,349,391,3,0,2016,3.2,0.0,3.6,-2
M.Asiata,MIN,-15,-0.108,-0.111,121,402,492,6,1,2016,3.3,-0.1,4.1,-13
J.McKinnon,MIN,-56,-0.110,-0.176,159,539,508,2,0,2016,3.4,-0.1,3.2,-15
L.Miller,HOU,29,-0.105,-0.059,268,1077,908,5,2,2016,4.0,-0.1,3.4,-21
C.J.Anderson,DEN,9,-0.135,-0.066,110,437,356,4,0,2016,4.0,-0.2,3.2,-23
J.Stewart,CAR,9,-0.118,-0.076,218,826,740,9,3,2016,3.8,-0.1,3.4,-29
T.Gurley,LARM,-75,-0.144,-0.151,278,885,880,6,2,2016,3.2,-0.2,3.2,-66
T.J.Yeldon,JAC,-57,-0.248,-0.199,130,465,299,1,2,2016,3.6,-0.6,2.3,-81
D.Martin,TB,-76,-0.220,-0.211,144,421,394,4,1,2016,2.9,-0.6,2.7,-82
R.Jennings,NYG,-72,-0.205,-0.185,180,587,485,3,0,2016,3.3,-0.5,2.7,-86
D.Booker,DEN,-62,-0.211,-0.167,174,612,502,4,2,2016,3.5,-0.5,2.9,-95
C.Ivory,JAC,-93,-0.343,-0.277,117,439,215,3,5,2016,3.8,-1.1,1.8,-125
R.Burkhead,CIN,126,0.420,0.305,74,344,543,2,0,2016,4.6,2.2,7.3,163
C.Thompson,WAS,99,0.339,0.292,68,356,406,3,1,2016,5.2,1.6,6.0,111
D.Sproles,PHI,83,0.176,0.133,94,438,485,2,0,2016,4.7,1.1,5.2,99
R.Turbin,IND,83,0.322,0.264,46,163,360,6,0,2016,3.5,2.1,7.8,96
T.Montgomery,GB,105,0.176,0.234,77,457,422,3,1,2016,5.9,1.1,5.5,86
E.Lacy,GB,61,0.204,0.124,71,360,386,0,0,2016,5.1,1.2,5.4,84
M.Jones,WAS,50,0.102,0.026,99,461,514,3,3,2016,4.7,0.8,5.2,83
J.Richard,OAK,97,0.167,0.240,83,491,380,1,0,2016,5.9,0.9,4.6,76
D.Lewis,NE,52,0.210,0.125,64,283,333,0,1,2016,4.4,1.2,5.2,74
K.Drake,MIA,57,0.381,0.357,33,179,208,2,0,2016,5.4,1.8,6.3,60
D.Washington,OAK,78,0.070,0.136,87,467,390,2,1,2016,5.4,0.6,4.5,55
Du.Johnson,CLE,45,0.112,0.081,73,358,321,1,1,2016,4.9,0.7,4.4,54
K.Dixon,BAL,54,0.051,0.052,88,378,425,3,1,2016,4.3,0.6,4.8,54
K.Barner,PHI,43,0.339,0.296,27,129,173,2,0,2016,4.8,1.7,6.4,47
C.J.Prosise,SEA,18,0.196,0.051,31,172,177,1,0,2016,5.5,1.2,5.7,38
A.Ripkowski,GB,37,0.090,0.132,34,150,197,2,0,2016,4.4,0.9,5.8,30
J.White,NE,24,0.078,0.074,39,166,168,0,0,2016,4.3,0.6,4.3,24
G.Bernard,CIN,22,-0.021,-0.027,91,337,364,2,0,2016,3.7,0.3,4.0,24
S.Draughn,SF,-26,-0.007,-0.172,74,196,300,4,0,2016,2.6,0.3,4.1,24
Da.Williams,MIA,9,0.063,-0.025,35,115,164,3,0,2016,3.3,0.6,4.7,22
Z.Zenner,DET,9,-0.031,-0.062,88,334,370,4,1,2016,3.8,0.2,4.2,21
O.Darkwa,NYG,21,0.069,0.100,30,111,127,2,0,2016,3.7,0.6,4.2,18
W.Smallwood,PHI,9,-0.034,-0.059,77,314,304,1,1,2016,4.1,0.2,3.9,17
K.Bibbs,DEN,21,0.027,0.085,29,129,131,0,0,2016,4.4,0.5,4.5,14
C.Johnson,ARI,19,-0.020,0.086,25,95,105,1,0,2016,3.8,0.3,4.2,7
T.Ward,ATL,14,-0.028,0.030,31,151,115,0,0,2016,4.9,0.2,3.7,7
C.Artis-Payne,CAR,21,-0.045,0.050,36,144,139,2,0,2016,4.0,0.2,3.9,6
K.Carey,CHI,-6,-0.064,-0.132,32,126,115,0,0,2016,3.9,0.1,3.6,3
A.Morris,DAL,11,-0.077,-0.049,69,243,271,2,0,2016,3.5,0.0,3.9,3
S.Vereen,NYG,14,-0.078,0.014,33,158,121,1,1,2016,4.8,0.0,3.7,1
J.Langford,CHI,-9,-0.093,-0.118,62,201,233,4,2,2016,3.2,0.0,3.8,-2
B.Cunningham,LARM,-14,-0.114,-0.254,21,101,70,0,1,2016,4.8,-0.1,3.3,-2
J.Grimes,HOU,-7,-0.140,-0.173,23,105,63,0,0,2016,4.6,-0.2,2.7,-4
T.Riddick,DET,-1,-0.098,-0.087,92,357,310,1,0,2016,3.9,-0.1,3.4,-5
A.Collins,SEA,-8,-0.130,-0.148,31,125,103,1,2,2016,4.0,-0.2,3.3,-6
D.McFadden,DAL,-3,-0.157,-0.118,24,87,74,0,0,2016,3.6,-0.3,3.1,-7
C.Grant,JAC,13,-0.150,0.007,32,164,104,1,0,2016,5.1,-0.3,3.3,-9
M.Tolbert,CAR,-7,-0.186,-0.134,35,114,98,0,0,2016,3.3,-0.4,2.8,-14
D.Williams,PIT,25,-0.128,-0.022,98,343,312,4,0,2016,3.5,-0.2,3.2,-17
A.Hunt,HOU,-22,-0.328,-0.392,20,109,33,0,2,2016,5.5,-0.9,1.7,-17
P.Barber,TB,11,-0.172,-0.038,55,223,161,1,0,2016,4.1,-0.3,2.9,-19
A.Foster,MIA,-42,-0.336,-0.530,22,55,43,0,1,2016,2.5,-1.1,2.0,-24
A.Ellington,ARI,-33,-0.268,-0.327,34,96,77,0,0,2016,2.8,-0.7,2.3,-25
D.Robinson,JAC,0,-0.241,-0.087,41,144,97,0,0,2016,3.5,-0.6,2.4,-25
D.Harris,SF,-32,-0.281,-0.289,38,144,85,0,1,2016,3.8,-0.8,2.2,-31
J.Williams,BUF,-40,-0.329,-0.398,27,98,59,1,2,2016,3.6,-1.1,2.2,-31
K.Farrow,SD,-27,-0.211,-0.188,60,192,172,0,1,2016,3.2,-0.6,2.9,-33
F.Whittaker,CAR,-7,-0.241,-0.120,57,265,131,0,1,2016,4.6,-0.6,2.3,-34
R.Hillman,2TM,-18,-0.313,-0.195,40,132,79,0,0,2016,3.3,-0.9,2.0,-36
Dw.Washington,DET,-58,-0.193,-0.246,90,265,250,1,0,2016,2.9,-0.4,2.8,-39
C.Sims,TB,-56,-0.336,-0.359,51,149,93,1,1,2016,2.9,-1.0,1.8,-52
J.Starks,GB,-75,-0.296,-0.377,62,151,133,0,0,2016,2.4,-0.9,2.1,-54
A.Peterson,MIN,-63,-0.491,-0.532,37,72,29,0,1,2016,1.9,-1.5,0.8,-57
C.West,KC,-56,-0.255,-0.243,88,293,207,1,0,2016,3.3,-0.7,2.4,-60
J.Forsett,3TM,-103,-0.372,-0.373,87,291,142,1,2,2016,3.3,-1.2,1.6,-103
D.Lewis,NE,280,0.276,0.286,180,896,1090,6,0,2017,5.0,1.5,6.1,273
T.Gurley,LARM,205,0.139,0.086,279,1305,1444,13,5,2017,4.7,1.0,5.2,268
A.Kamara,NO,255,0.445,0.444,120,728,828,8,1,2017,6.1,2.1,6.9,255
K.Hunt,KC,248,0.119,0.143,272,1327,1292,8,1,2017,4.9,0.8,4.8,222
L.Bell,PIT,261,0.079,0.115,321,1315,1462,9,2,2017,4.1,0.7,4.6,214
A.Collins,BAL,181,0.151,0.123,212,980,1075,6,2,2017,4.6,1.0,5.1,205
E.Elliott,DAL,198,0.111,0.105,242,983,1228,7,1,2017,4.1,0.8,5.1,205
M.Ingram,NO,210,0.112,0.128,230,1127,1157,12,2,2017,4.9,0.8,5.0,193
M.Lynch,OAK,131,0.101,0.063,207,891,1022,7,1,2017,4.3,0.8,4.9,165
J.Howard,CHI,122,0.058,0.024,276,1124,1219,9,1,2017,4.1,0.6,4.4,160
L.Fournette,JAC,57,0.021,-0.033,268,1040,1109,9,2,2017,3.9,0.4,4.1,115
J.Williams,GB,86,0.074,0.041,153,556,760,4,0,2017,3.6,0.7,5.0,108
B.Allen,BAL,67,0.062,0.018,153,591,714,4,0,2017,3.9,0.6,4.7,96
D.Freeman,ATL,105,0.015,0.034,195,862,895,7,4,2017,4.4,0.5,4.6,89
M.Breida,SF,79,0.130,0.111,104,471,486,2,1,2017,4.5,0.8,4.7,87
A.Morris,DAL,99,0.084,0.126,115,547,531,1,0,2017,4.8,0.7,4.6,79
J.Mixon,CIN,-1,0.010,-0.087,177,606,722,4,1,2017,3.4,0.4,4.1,68
F.Gore,IND,46,-0.023,-0.042,261,955,1012,3,3,2017,3.7,0.3,3.9,66
P.Barber,TB,58,0.044,0.033,108,423,522,3,2,2017,3.9,0.6,4.8,63
L.Murray,MIN,58,-0.023,-0.023,216,842,901,8,1,2017,3.9,0.3,4.2,59
L.Miller,HOU,42,-0.028,-0.044,238,892,941,3,1,2017,3.7,0.2,4.0,57
D.Henry,TEN,37,-0.012,-0.037,176,744,737,5,1,2017,4.2,0.3,4.2,56
O.Darkwa,NYG,61,-0.013,-0.003,171,751,714,5,1,2017,4.4,0.3,4.2,53
G.Bernard,CIN,43,0.034,0.019,105,458,427,2,0,2017,4.4,0.5,4.1,48
I.Crowell,CLE,57,-0.029,-0.014,205,851,763,2,1,2017,4.2,0.2,3.7,46
M.Gillislee,NE,58,-0.008,0.031,104,383,492,5,1,2017,3.7,0.4,4.7,39
J.Ajayi,2TM,21,-0.051,-0.059,208,885,725,1,3,2017,4.3,0.1,3.5,27
D.Murray,TEN,-1,-0.050,-0.088,184,659,698,6,1,2017,3.6,0.1,3.8,27
M.Gordon,LACH,30,-0.068,-0.060,284,1105,1039,8,1,2017,3.9,0.1,3.7,21
C.J.Anderson,DEN,74,-0.069,-0.009,245,1007,862,3,1,2017,4.1,0.1,3.5,16
W.Gallman,NYG,21,-0.052,-0.039,111,476,415,0,3,2017,4.3,0.1,3.7,15
T.Coleman,ATL,9,-0.065,-0.072,156,628,576,5,1,2017,4.0,0.1,3.7,14
C.Hyde,SF,14,-0.074,-0.072,239,940,865,8,2,2017,3.9,0.1,3.6,12
C.McCaffrey,CAR,14,-0.062,-0.056,117,435,413,2,1,2017,3.7,0.1,3.5,11
K.Williams,ARI,17,-0.066,-0.051,120,426,436,1,0,2017,3.6,0.1,3.6,10
A.Abdullah,DET,-47,-0.100,-0.160,165,553,525,4,2,2017,3.4,-0.1,3.2,-9
L.Blount,PHI,-5,-0.098,-0.092,173,766,619,2,1,2017,4.4,-0.1,3.6,-9
K.Drake,MIA,30,-0.113,-0.030,133,648,441,3,2,2017,4.9,-0.1,3.3,-14
M.Forte,NYJ,11,-0.139,-0.057,103,382,297,2,1,2017,3.7,-0.2,2.9,-20
J.McKinnon,MIN,-25,-0.127,-0.128,150,570,460,3,2,2017,3.8,-0.2,3.1,-24
L.McCoy,BUF,-7,-0.108,-0.092,286,1138,962,6,3,2017,4.0,-0.1,3.4,-26
C.Ivory,JAC,-50,-0.170,-0.197,112,386,327,1,2,2017,3.4,-0.3,2.9,-38
B.Powell,NYJ,5,-0.148,-0.079,178,772,526,5,0,2017,4.3,-0.2,3.0,-43
J.Stewart,CAR,-34,-0.148,-0.126,198,681,650,6,3,2017,3.4,-0.3,3.3,-54
D.Martin,TB,-83,-0.225,-0.235,138,405,352,3,1,2017,2.9,-0.6,2.6,-77
A.Peterson,2TM,-79,-0.219,-0.209,156,534,411,3,3,2017,3.4,-0.5,2.6,-85
S.Perine,WAS,-63,-0.205,-0.174,174,599,478,1,2,2017,3.4,-0.5,2.7,-85
A.Jones,GB,134,0.313,0.287,81,448,542,4,0,2017,5.5,1.8,6.7,143
Du.Johnson,CLE,92,0.157,0.161,81,344,467,4,1,2017,4.2,1.1,5.8,90
R.Smith,DAL,82,0.239,0.242,55,232,347,4,0,2017,4.2,1.5,6.3,81
C.Grant,JAC,75,0.536,0.511,30,248,236,2,0,2017,8.3,2.6,7.9,79
C.Clement,PHI,71,0.145,0.143,74,321,382,4,0,2017,4.3,1.0,5.2,71
A.Ekeler,LACH,61,0.227,0.240,47,260,257,2,1,2017,5.5,1.3,5.5,59
R.Burkhead,NE,65,0.105,0.136,64,264,344,5,1,2017,4.1,0.9,5.4,56
D.Cook,MIN,66,0.074,0.135,74,354,333,2,1,2017,4.8,0.6,4.5,48
T.Montgomery,GB,41,0.028,0.040,71,273,341,3,0,2017,3.8,0.5,4.8,37
S.Ridley,PIT,12,0.271,0.043,26,108,135,1,0,2017,4.2,1.3,5.2,34
C.Carson,SEA,21,0.070,0.013,49,208,234,0,0,2017,4.2,0.7,4.8,33
E.Penny,ARI,44,0.158,0.241,31,124,168,2,0,2017,4.0,1.1,5.4,33
J.D.McKissic,SEA,26,0.082,0.054,45,186,209,1,0,2017,4.1,0.7,4.6,31
J.Conner,PIT,18,0.102,0.079,32,144,125,0,0,2017,4.5,0.6,3.9,20
T.Green,DET,19,0.000,0.014,42,165,192,2,0,2017,3.9,0.4,4.6,17
J.Richard,OAK,15,-0.014,-0.014,56,275,209,1,1,2017,4.9,0.3,3.7,15
R.Kelley,WAS,9,-0.028,-0.050,62,194,254,3,0,2017,3.1,0.2,4.1,15
A.Blue,HOU,6,-0.040,-0.068,71,262,286,1,0,2017,3.7,0.2,4.0,14
T.West,BAL,18,0.002,0.030,39,139,158,2,1,2017,3.6,0.4,4.1,14
T.Ward,ATL,7,-0.003,-0.027,30,129,121,0,1,2017,4.3,0.3,4.0,10
D.Foreman,HOU,-5,-0.055,-0.100,78,327,300,2,2,2017,4.2,0.1,3.8,10
C.Sims,TB,12,0.029,0.064,21,95,82,0,0,2017,4.5,0.4,3.9,9
C.Thompson,WAS,8,-0.049,-0.052,64,296,219,2,1,2017,4.6,0.1,3.4,9
K.Bibbs,WAS,4,0.022,-0.036,21,79,83,0,0,2017,3.8,0.4,4.0,9
R.Turbin,IND,0,-0.024,-0.089,23,53,114,1,0,2017,2.3,0.3,5.0,7
M.Mack,IND,11,-0.069,-0.058,93,365,342,4,1,2017,3.9,0.1,3.7,6
T.Cohen,CHI,4,-0.068,-0.073,87,372,284,2,2,2017,4.3,0.1,3.3,6
M.Brown,LARM,-3,-0.069,-0.097,63,246,201,1,1,2017,3.9,0.1,3.2,4
T.J.Yeldon,JAC,-3,-0.067,-0.104,49,253,172,2,2,2017,5.2,0.1,3.5,4
J.Rodgers,TB,15,-0.077,-0.028,64,244,233,1,0,2017,3.8,0.0,3.6,2
J.Charles,DEN,37,-0.079,0.046,69,305,247,1,2,2017,4.4,0.0,3.6,2
J.White,NE,8,-0.093,-0.036,43,171,143,0,0,2017,4.0,0.0,3.3,-1
D.Booker,DEN,25,-0.092,-0.005,79,299,262,1,1,2017,3.8,0.0,3.3,-2
T.Cadet,2TM,10,-0.112,0.014,23,96,80,0,0,2017,4.2,-0.1,3.5,-3
T.Riddick,DET,-8,-0.095,-0.113,84,286,258,3,1,2017,3.4,0.0,3.1,-3
A.Ellington,2TM,-5,-0.163,-0.150,20,55,58,1,0,2017,2.8,-0.3,2.9,-6
J.Hill,CIN,-19,-0.142,-0.208,37,121,121,0,1,2017,3.3,-0.2,3.3,-9
M.Tolbert,BUF,-31,-0.121,-0.210,66,248,204,1,2,2017,3.8,-0.1,3.1,-9
C.Johnson,ARI,-34,-0.196,-0.281,45,114,120,0,0,2017,2.5,-0.4,2.7,-19
W.Smallwood,PHI,-3,-0.195,-0.101,47,174,127,1,0,2017,3.7,-0.4,2.7,-20
S.Vereen,NYG,-13,-0.226,-0.165,45,164,101,0,0,2017,3.6,-0.5,2.2,-22
Da.Williams,MIA,-28,-0.227,-0.244,46,181,112,0,0,2017,3.9,-0.5,2.4,-25
P.Perkins,NYG,-39,-0.271,-0.336,41,90,88,0,0,2017,2.2,-0.7,2.1,-29
B.Oliver,LACH,-35,-0.314,-0.334,35,83,69,0,0,2017,2.4,-0.9,2.0,-32
Dw.Washington,DET,-33,-0.491,-0.452,20,44,18,0,0,2017,2.2,-1.8,0.9,-36
M.Davis,SEA,-53,-0.231,-0.292,69,240,161,0,0,2017,3.5,-0.6,2.3,-38
D.Washington,OAK,-34,-0.331,-0.239,57,153,103,2,1,2017,2.7,-1.0,1.8,-55
E.McGuire,NYJ,-38,-0.258,-0.203,88,315,191,1,1,2017,3.6,-0.6,2.2,-56
E.Lacy,SEA,-71,-0.379,-0.341,69,179,107,0,0,2017,2.6,-1.2,1.6,-81
T.Rawls,SEA,-86,-0.409,-0.418,58,157,87,0,1,2017,2.7,-1.4,1.5,-83
T.Gurley,LAR,342,0.236,0.215,256,1251,1572,17,0,2018,4.9,1.4,6.1,366
D.Henry,TEN,234,0.231,0.178,215,1059,1217,12,0,2018,4.9,1.3,5.7,281
A.Kamara,NO,281,0.185,0.235,194,896,1139,14,0,2018,4.6,1.2,5.9,238
M.Mack,IND,177,0.168,0.122,195,912,1085,9,1,2018,4.7,1.1,5.6,216
M.Gordon,LAC,239,0.208,0.249,175,885,955,10,0,2018,5.1,1.2,5.5,210
P.Lindsay,DEN,228,0.173,0.205,192,1037,1005,9,0,2018,5.4,1.1,5.2,203
C.McCaffrey,CAR,181,0.096,0.113,219,1099,1057,7,2,2018,5.0,0.8,4.8,167
J.Mixon,CIN,154,0.064,0.064,237,1168,1132,8,0,2018,4.9,0.6,4.8,154
E.Elliott,DAL,121,0.029,0.008,304,1436,1354,6,6,2018,4.7,0.5,4.5,149
A.Jones,GB,184,0.171,0.238,133,728,725,9,1,2018,5.5,1.1,5.5,146
K.Hunt,KC,133,0.091,0.089,181,840,871,8,0,2018,4.6,0.7,4.8,134
C.Carson,SEA,134,0.039,0.040,247,1151,1133,9,3,2018,4.7,0.5,4.6,133
G.Edwards,BAL,202,0.139,0.265,137,718,706,2,0,2018,5.2,0.9,5.2,130
S.Barkley,NYG,45,0.033,-0.044,261,1307,1128,11,0,2018,5.0,0.5,4.3,127
K.Johnson,DET,112,0.175,0.149,118,641,612,3,1,2018,5.4,1.1,5.2,124
J.Conner,PIT,137,0.023,0.065,215,972,943,12,3,2018,4.5,0.5,4.4,99
F.Gore,MIA,70,0.057,0.031,156,722,660,0,1,2018,4.6,0.6,4.2,86
N.Chubb,CLE,129,0.011,0.070,192,996,841,8,0,2018,5.2,0.4,4.4,80
M.Davis,SEA,115,0.090,0.167,112,514,522,4,0,2018,4.6,0.7,4.7,80
M.Ingram,NO,94,0.029,0.066,138,645,648,6,2,2018,4.7,0.5,4.7,71
A.Ekeler,LAC,73,0.049,0.080,106,554,474,3,0,2018,5.2,0.6,4.5,59
K.Drake,MIA,22,0.047,-0.036,120,535,474,4,2,2018,4.5,0.5,4.0,58
M.Breida,SF,97,0.013,0.079,153,814,601,3,1,2018,5.3,0.4,3.9,58
S.Michel,NE,101,-0.027,0.017,209,933,938,6,1,2018,4.5,0.3,4.5,58
J.Williams,GB,26,0.017,-0.034,121,464,513,3,0,2018,3.8,0.4,4.2,52
I.Crowell,NYJ,26,-0.019,-0.037,143,685,526,7,0,2018,4.8,0.3,3.7,37
L.Miller,HOU,46,-0.053,-0.030,210,973,766,5,0,2018,4.6,0.1,3.6,28
A.Peterson,WAS,-13,-0.060,-0.099,251,1042,917,7,2,2018,4.2,0.1,3.7,26
L.Murray,MIN,16,-0.042,-0.057,140,578,532,6,0,2018,4.1,0.2,3.8,25
T.Coleman,ATL,8,-0.064,-0.073,167,800,601,4,1,2018,4.8,0.1,3.6,14
R.Freeman,DEN,29,-0.068,-0.035,130,521,503,5,1,2018,4.0,0.1,3.9,10
A.Collins,BAL,-12,-0.094,-0.112,114,418,386,7,3,2018,3.7,0.0,3.4,-4
L.Fournette,JAX,-4,-0.093,-0.093,133,439,491,6,0,2018,3.3,0.0,3.7,-4
J.Adams,PHI,-16,-0.110,-0.116,120,511,423,3,1,2018,4.3,-0.1,3.5,-12
T.J.Yeldon,JAX,-22,-0.125,-0.137,104,414,341,1,1,2018,4.0,-0.2,3.3,-17
C.Hyde,2TM,-93,-0.110,-0.213,172,588,601,5,2,2018,3.4,-0.1,3.5,-18
C.Ivory,BUF,-45,-0.143,-0.183,115,385,358,1,1,2018,3.3,-0.2,3.1,-27
D.Cook,MIN,-27,-0.137,-0.137,133,616,411,2,2,2018,4.6,-0.2,3.1,-27
D.Martin,OAK,19,-0.122,-0.060,172,725,601,4,3,2018,4.2,-0.2,3.5,-27
J.Howard,CHI,25,-0.111,-0.063,250,935,892,9,2,2018,3.7,-0.1,3.6,-28
P.Barber,TB,-83,-0.124,-0.172,234,871,773,6,1,2018,3.7,-0.2,3.3,-37
